ID;Assay;Allele X;Allele Y;Name;Type;Auto;Confidence;Final;Converted;Allele X;Allele Y;Comments
S05-A07;A07;A07;A07;S05;Unknown;No Call;0;No Call;No Call;0,106879221;0,105233293;
S05-A08;A08;A08;A08;S05;Unknown;No Call;0;No Call;No Call;0,103615121;0,103553492;
S05-A09;A09;A09;A09;S05;Unknown;No Call;0;No Call;No Call;0,102148488;0,113877251;
S05-A12;A12;A12;A12;S05;Unknown;No Call;0;No Call;No Call;0,102107146;0,112578445;
S05-A11;A11;A11;A11;S05;Unknown;No Call;0;No Call;No Call;0,107288257;0,107926815;
S05-A10;A10;A10;A10;S05;Unknown;No Call;0;No Call;No Call;0,155006999;0,100000008;
S05-A13;A13;A13;A13;S05;Unknown;No Call;0;No Call;No Call;0,107999395;0,106240803;
S05-A14;A14;A14;A14;S05;Unknown;No Call;0;No Call;No Call;0,109089372;0,113807368;
S05-A15;A15;A15;A15;S05;Unknown;No Call;0;No Call;No Call;0,192750048;0,209959702;
S05-A18;A18;A18;A18;S05;Unknown;No Call;0;No Call;No Call;0,112005388;0,111390628;
S05-A17;A17;A17;A17;S05;Unknown;XX;99,56;XX;;0,710630436;0,135759829;
S05-A16;A16;A16;A16;S05;Unknown;No Call;0;No Call;No Call;0,110790321;0,109541257;
S05-A19;A19;A19;A19;S05;Unknown;No Call;0;No Call;No Call;0,103806915;0,111924614;
S05-A20;A20;A20;A20;S05;Unknown;No Call;0;No Call;No Call;0,136820481;0,122933427;
S05-A21;A21;A21;A21;S05;Unknown;No Call;0;No Call;No Call;0,108218507;0,111177258;
S05-A24;A24;A24;A24;S05;Unknown;No Call;0;No Call;No Call;0,299171617;0,121237186;
S05-A23;A23;A23;A23;S05;Unknown;No Call;0;No Call;No Call;0,105768511;0,113897837;
S05-A22;A22;A22;A22;S05;Unknown;No Call;0;No Call;No Call;0,104385063;0,114687174;
S05-A25;A25;A25;A25;S05;Unknown;No Call;0;No Call;No Call;0,112350844;0,130920823;
S05-A26;A26;A26;A26;S05;Unknown;No Call;0;No Call;No Call;0,122981328;0,120262253;
S05-A27;A27;A27;A27;S05;Unknown;No Call;0;No Call;No Call;0,111380494;0,114265424;
S05-A30;A30;A30;A30;S05;Unknown;No Call;0;No Call;No Call;0,110795577;0,111083061;
S05-A29;A29;A29;A29;S05;Unknown;No Call;0;No Call;No Call;0,112289621;0,115354673;
S05-A28;A28;A28;A28;S05;Unknown;No Call;0;No Call;No Call;0,115712225;0,112204625;
S05-A31;A31;A31;A31;S05;Unknown;XY;97,78;XY;;0,346367871;0,426960493;
S05-A32;A32;A32;A32;S05;Unknown;No Call;0;No Call;No Call;0,112864353;0,114548196;
S05-A33;A33;A33;A33;S05;Unknown;No Call;0;No Call;No Call;0,109913407;0,118848693;
S05-A36;A36;A36;A36;S05;Unknown;No Call;0;No Call;No Call;0,113198811;0,116991949;
S05-A35;A35;A35;A35;S05;Unknown;No Call;0;No Call;No Call;0,115576727;0,115723344;
S05-A34;A34;A34;A34;S05;Unknown;No Call;0;No Call;No Call;0,231956403;0,267415441;
S05-A37;A37;A37;A37;S05;Unknown;No Call;0;No Call;No Call;0,145222183;0,130581838;
S05-A38;A38;A38;A38;S05;Unknown;No Call;0;No Call;No Call;0,177003605;0,200329239;
S05-A39;A39;A39;A39;S05;Unknown;No Call;0;No Call;No Call;0,118423737;0,116891936;
S05-A42;A42;A42;A42;S05;Unknown;No Call;0;No Call;No Call;0,112432469;0,113538534;
S05-A41;A41;A41;A41;S05;Unknown;No Call;0;No Call;No Call;0,109720553;0,172280499;
S05-A40;A40;A40;A40;S05;Unknown;No Call;0;No Call;No Call;0,1233733;0,127026125;
S05-A43;A43;A43;A43;S05;Unknown;No Call;0;No Call;No Call;0,115540255;0,115409639;
S05-A44;A44;A44;A44;S05;Unknown;XX;96,73;XX;;0,676380105;0,349214855;
S05-A45;A45;A45;A45;S05;Unknown;No Call;0;No Call;No Call;0,119752533;0,113527636;
S05-A48;A48;A48;A48;S05;Unknown;No Call;0;No Call;No Call;0,113263811;0,115730554;
S05-A47;A47;A47;A47;S05;Unknown;No Call;0;No Call;No Call;0,112868559;0,302807404;
S05-A46;A46;A46;A46;S05;Unknown;No Call;0;No Call;No Call;0,1157867;0,112703489;
S05-A52;A52;A52;A52;S05;Unknown;No Call;0;No Call;No Call;0,116345807;0,128740563;
S05-A53;A53;A53;A53;S05;Unknown;No Call;0;No Call;No Call;0,117817847;0,115716966;
S05-A54;A54;A54;A54;S05;Unknown;No Call;0;No Call;No Call;0,135996033;0,113298127;
S05-A51;A51;A51;A51;S05;Unknown;No Call;0;No Call;No Call;0,11026507;0,109967076;
S05-A50;A50;A50;A50;S05;Unknown;No Call;0;No Call;No Call;0,120626071;0,112505936;
S05-A49;A49;A49;A49;S05;Unknown;XX;95,97;XX;;0,598051923;0,465162393;
S05-A58;A58;A58;A58;S05;Unknown;No Call;0;No Call;No Call;0,119806288;0,112533327;
S05-A59;A59;A59;A59;S05;Unknown;No Call;0;No Call;No Call;0,158048844;0,165442827;
S05-A60;A60;A60;A60;S05;Unknown;No Call;0;No Call;No Call;0,119162895;0,114721137;
S05-A57;A57;A57;A57;S05;Unknown;No Call;0;No Call;No Call;0,11378333;0,107030703;
S05-A56;A56;A56;A56;S05;Unknown;No Call;0;No Call;No Call;0,113088783;0,112320658;
S05-A55;A55;A55;A55;S05;Unknown;No Call;0;No Call;No Call;0,11735243;0,115414266;
S05-A64;A64;A64;A64;S05;Unknown;XX;99,75;XX;;0,707769726;0,317368943;
S05-A65;A65;A65;A65;S05;Unknown;No Call;0;No Call;No Call;0,11747148;0,112416158;
S05-A66;A66;A66;A66;S05;Unknown;No Call;0;No Call;No Call;0,118696686;0,116151116;
S05-A63;A63;A63;A63;S05;Unknown;No Call;0;No Call;No Call;0,107885309;0,117981435;
S05-A62;A62;A62;A62;S05;Unknown;No Call;0;No Call;No Call;0,111521045;0,11531589;
S05-A61;A61;A61;A61;S05;Unknown;No Call;0;No Call;No Call;0,116414748;0,152283767;
S05-A70;A70;A70;A70;S05;Unknown;No Call;0;No Call;No Call;0,113315866;0,113577059;
S05-A71;A71;A71;A71;S05;Unknown;No Call;0;No Call;No Call;0,118649864;0,112283487;
S05-A72;A72;A72;A72;S05;Unknown;XX;98,67;XX;;0,702725381;0,170180601;
S05-A69;A69;A69;A69;S05;Unknown;No Call;0;No Call;No Call;0,116906368;0,115214235;
S05-A68;A68;A68;A68;S05;Unknown;No Call;0;No Call;No Call;0,10974613;0,119387715;
S05-A67;A67;A67;A67;S05;Unknown;No Call;0;No Call;No Call;0,207465506;0,11366576;
S05-A76;A76;A76;A76;S05;Unknown;No Call;0;No Call;No Call;0,118489213;0,111774547;
S05-A77;A77;A77;A77;S05;Unknown;No Call;0;No Call;No Call;0,112904519;0,113788598;
S05-A78;A78;A78;A78;S05;Unknown;No Call;0;No Call;No Call;0,112128589;0,112461432;
S05-A75;A75;A75;A75;S05;Unknown;No Call;0;No Call;No Call;0,110904077;0,115801095;
S05-A74;A74;A74;A74;S05;Unknown;No Call;0;No Call;No Call;0,112756929;0,113862042;
S05-A73;A73;A73;A73;S05;Unknown;No Call;0;No Call;No Call;0,113048367;0,114502834;
S05-A82;A82;A82;A82;S05;Unknown;No Call;0;No Call;No Call;0,112308715;0,113677011;
S05-A83;A83;A83;A83;S05;Unknown;No Call;0;No Call;No Call;0,123717993;0,116278059;
S05-A84;A84;A84;A84;S05;Unknown;No Call;0;No Call;No Call;0,219754063;0,248225855;
S05-A81;A81;A81;A81;S05;Unknown;No Call;0;No Call;No Call;0,114972443;0,113460559;
S05-A80;A80;A80;A80;S05;Unknown;No Call;0;No Call;No Call;0,114068148;0,112700126;
S05-A79;A79;A79;A79;S05;Unknown;No Call;0;No Call;No Call;0,116276939;0,109049677;
S05-A88;A88;A88;A88;S05;Unknown;No Call;0;No Call;No Call;0,112643898;0,11138367;
S05-A89;A89;A89;A89;S05;Unknown;No Call;0;No Call;No Call;0,111946117;0,108992072;
S05-A90;A90;A90;A90;S05;Unknown;No Call;0;No Call;No Call;0,114431343;0,11157683;
S05-A87;A87;A87;A87;S05;Unknown;No Call;0;No Call;No Call;0,156773408;0,163038314;
S05-A86;A86;A86;A86;S05;Unknown;No Call;0;No Call;No Call;0,180972058;0,125467011;
S05-A85;A85;A85;A85;S05;Unknown;XX;98,45;XX;;0,667436649;0,336521844;
S05-A94;A94;A94;A94;S05;Unknown;No Call;0;No Call;No Call;0,118376633;0,114847243;
S05-A95;A95;A95;A95;S05;Unknown;No Call;0;No Call;No Call;0,110637458;0,116120954;
S05-A96;A96;A96;A96;S05;Unknown;No Call;0;No Call;No Call;0,160421395;0,163562646;
S05-A93;A93;A93;A93;S05;Unknown;XX;98,72;XX;;0,640512014;0,212246604;
S05-A92;A92;A92;A92;S05;Unknown;No Call;0;No Call;No Call;0,114463534;0,118180721;
S05-A91;A91;A91;A91;S05;Unknown;No Call;0;No Call;No Call;0,120577576;0,121200744;
S94-A01;A01;A01;A01;S94;Unknown;No Call;0;No Call;No Call;0,126100526;0,12008456;
S94-A02;A02;A02;A02;S94;Unknown;No Call;0;No Call;No Call;0,103887631;0,112774873;
S94-A03;A03;A03;A03;S94;Unknown;No Call;0;No Call;No Call;0,109411338;0,112960407;
S94-A06;A06;A06;A06;S94;Unknown;No Call;0;No Call;No Call;0,107573595;0,108678505;
S94-A05;A05;A05;A05;S94;Unknown;No Call;0;No Call;No Call;0,105641982;0,108968444;
S94-A04;A04;A04;A04;S94;Unknown;No Call;0;No Call;No Call;0,105910997;0,110949588;
S94-A07;A07;A07;A07;S94;Unknown;No Call;0;No Call;No Call;0,105487171;0,110132086;
S94-A08;A08;A08;A08;S94;Unknown;No Call;0;No Call;No Call;0,107563937;0,104948166;
S94-A09;A09;A09;A09;S94;Unknown;No Call;0;No Call;No Call;0,109279468;0,112189289;
S94-A12;A12;A12;A12;S94;Unknown;No Call;0;No Call;No Call;0,107896082;0,109611495;
S94-A11;A11;A11;A11;S94;Unknown;No Call;0;No Call;No Call;0,108178168;0,111498603;
S94-A10;A10;A10;A10;S94;Unknown;XX;87,09;XX;;0,41113467;0,151858164;
S94-A13;A13;A13;A13;S94;Unknown;No Call;0;No Call;No Call;0,114546201;0,110365734;
S94-A14;A14;A14;A14;S94;Unknown;XX;98,63;XX;;0,555111717;0,169935125;
S94-A15;A15;A15;A15;S94;Unknown;No Call;0;No Call;No Call;0,112747283;0,10757555;
S94-A18;A18;A18;A18;S94;Unknown;No Call;0;No Call;No Call;0,107822776;0,108889049;
S94-A17;A17;A17;A17;S94;Unknown;No Call;0;No Call;No Call;0,112510044;0,11154173;
S94-A16;A16;A16;A16;S94;Unknown;No Call;0;No Call;No Call;0,121826627;0,111654185;
S94-A19;A19;A19;A19;S94;Unknown;XX;97,59;XX;;0,630283781;0,324083744;
S94-A20;A20;A20;A20;S94;Unknown;No Call;0;No Call;No Call;0,150311683;0,119726298;
S94-A21;A21;A21;A21;S94;Unknown;No Call;0;No Call;No Call;0,105415483;0,111704981;
S94-A24;A24;A24;A24;S94;Unknown;No Call;0;No Call;No Call;0,352030852;0,116882178;
S94-A23;A23;A23;A23;S94;Unknown;No Call;0;No Call;No Call;0,113067613;0,109179437;
S94-A22;A22;A22;A22;S94;Unknown;No Call;0;No Call;No Call;0,108571904;0,113638419;
S94-A25;A25;A25;A25;S94;Unknown;No Call;0;No Call;No Call;0,112209847;0,113934738;
S94-A26;A26;A26;A26;S94;Unknown;No Call;0;No Call;No Call;0,111610537;0,114457554;
S94-A27;A27;A27;A27;S94;Unknown;No Call;0;No Call;No Call;0,11112008;0,114221001;
S94-A30;A30;A30;A30;S94;Unknown;No Call;0;No Call;No Call;0,112079866;0,109181187;
S94-A29;A29;A29;A29;S94;Unknown;No Call;0;No Call;No Call;0,114821779;0,113687471;
S94-A28;A28;A28;A28;S94;Unknown;No Call;0;No Call;No Call;0,382779806;0,156508084;
S94-A31;A31;A31;A31;S94;Unknown;XY;98,27;XY;;0,343124045;0,407272879;
S94-A32;A32;A32;A32;S94;Unknown;No Call;0;No Call;No Call;0,114993945;0,112285951;
S94-A33;A33;A33;A33;S94;Unknown;No Call;0;No Call;No Call;0,115506508;0,116108269;
S94-A36;A36;A36;A36;S94;Unknown;No Call;0;No Call;No Call;0,11316951;0,115722193;
S94-A35;A35;A35;A35;S94;Unknown;No Call;0;No Call;No Call;0,112408745;0,115537876;
S94-A34;A34;A34;A34;S94;Unknown;No Call;0;No Call;No Call;0,111805601;0,120424641;
S94-A37;A37;A37;A37;S94;Unknown;No Call;0;No Call;No Call;0,117794346;0,122718857;
S94-A38;A38;A38;A38;S94;Unknown;No Call;0;No Call;No Call;0,129949117;0,138344099;
S94-A39;A39;A39;A39;S94;Unknown;No Call;0;No Call;No Call;0,12268765;0,15011594;
S94-A42;A42;A42;A42;S94;Unknown;No Call;0;No Call;No Call;0,111155732;0,113121732;
S94-A41;A41;A41;A41;S94;Unknown;No Call;0;No Call;No Call;0,120975689;0,114330974;
S94-A40;A40;A40;A40;S94;Unknown;No Call;0;No Call;No Call;0,153630141;0,128384139;
S94-A43;A43;A43;A43;S94;Unknown;No Call;0;No Call;No Call;0,401644254;0,120649056;
S94-A44;A44;A44;A44;S94;Unknown;XY;80,2;XY;;0,364528021;0,459723199;
S94-A45;A45;A45;A45;S94;Unknown;No Call;0;No Call;No Call;0,115017238;0,116273089;
S94-A48;A48;A48;A48;S94;Unknown;No Call;0;No Call;No Call;0,114548672;0,114097087;
S94-A47;A47;A47;A47;S94;Unknown;No Call;0;No Call;No Call;0,116817942;0,115575619;
S94-A46;A46;A46;A46;S94;Unknown;No Call;0;No Call;No Call;0,115321176;0,113919353;
S94-A52;A52;A52;A52;S94;Unknown;No Call;0;No Call;No Call;0,116326827;0,131891967;
S94-A53;A53;A53;A53;S94;Unknown;No Call;0;No Call;No Call;0,113714464;0,115032704;
S94-A54;A54;A54;A54;S94;Unknown;No Call;0;No Call;No Call;0,132116752;0,114541918;
S94-A51;A51;A51;A51;S94;Unknown;No Call;0;No Call;No Call;0,111202402;0,111768681;
S94-A50;A50;A50;A50;S94;Unknown;No Call;0;No Call;No Call;0,114123212;0,113610607;
S94-A49;A49;A49;A49;S94;Unknown;No Call;0;No Call;No Call;0,124544338;0,116529387;
S94-A58;A58;A58;A58;S94;Unknown;No Call;0;No Call;No Call;0,115224331;0,111895488;
S94-A59;A59;A59;A59;S94;Unknown;No Call;0;No Call;No Call;0,114113845;0,11312219;
S94-A60;A60;A60;A60;S94;Unknown;No Call;0;No Call;No Call;0,124449999;0,163336243;
S94-A57;A57;A57;A57;S94;Unknown;No Call;0;No Call;No Call;0,113067901;0,109031827;
S94-A56;A56;A56;A56;S94;Unknown;No Call;0;No Call;No Call;0,111951847;0,112027463;
S94-A55;A55;A55;A55;S94;Unknown;No Call;0;No Call;No Call;0,116403374;0,115680937;
S94-A64;A64;A64;A64;S94;Unknown;XX;80,2;XX;;0,705236781;0,433662877;
S94-A65;A65;A65;A65;S94;Unknown;No Call;0;No Call;No Call;0,116001733;0,115897317;
S94-A66;A66;A66;A66;S94;Unknown;No Call;0;No Call;No Call;0,141453445;0,112826678;
S94-A63;A63;A63;A63;S94;Unknown;No Call;0;No Call;No Call;0,116312824;0,113238891;
S94-A62;A62;A62;A62;S94;Unknown;No Call;0;No Call;No Call;0,115816691;0,110300357;
S94-A61;A61;A61;A61;S94;Unknown;No Call;0;No Call;No Call;0,116401958;0,119229158;
S94-A70;A70;A70;A70;S94;Unknown;No Call;0;No Call;No Call;0,115002756;0,112742942;
S94-A71;A71;A71;A71;S94;Unknown;No Call;0;No Call;No Call;0,114979584;0,113234788;
S94-A72;A72;A72;A72;S94;Unknown;No Call;0;No Call;No Call;0,174048343;0,171018065;
S94-A69;A69;A69;A69;S94;Unknown;No Call;0;No Call;No Call;0,113108434;0,113279734;
S94-A68;A68;A68;A68;S94;Unknown;No Call;0;No Call;No Call;0,115764166;0,113329671;
S94-A67;A67;A67;A67;S94;Unknown;XX;99,77;XX;;0,648820707;0,149585083;
S94-A76;A76;A76;A76;S94;Unknown;No Call;0;No Call;No Call;0,284463742;0,130497205;
S94-A77;A77;A77;A77;S94;Unknown;No Call;0;No Call;No Call;0,114699802;0,111763205;
S94-A78;A78;A78;A78;S94;Unknown;No Call;0;No Call;No Call;0,118514569;0,112356201;
S94-A75;A75;A75;A75;S94;Unknown;XX;99,86;XX;;0,704709491;0,194608117;
S94-A74;A74;A74;A74;S94;Unknown;No Call;0;No Call;No Call;0,117148479;0,111567433;
S94-A73;A73;A73;A73;S94;Unknown;No Call;0;No Call;No Call;0,115622658;0,108774337;
S94-A82;A82;A82;A82;S94;Unknown;No Call;0;No Call;No Call;0,115691876;0,113862715;
S94-A83;A83;A83;A83;S94;Unknown;YY;94,97;YY;;0,262147391;0,617037893;
S94-A84;A84;A84;A84;S94;Unknown;No Call;0;No Call;No Call;0,11339771;0,117425397;
S94-A81;A81;A81;A81;S94;Unknown;No Call;0;No Call;No Call;0,114890599;0,109361472;
S94-A80;A80;A80;A80;S94;Unknown;No Call;0;No Call;No Call;0,114069089;0,112946167;
S94-A79;A79;A79;A79;S94;Unknown;No Call;0;No Call;No Call;0,141055696;0,112825875;
S94-A88;A88;A88;A88;S94;Unknown;No Call;0;No Call;No Call;0,11273273;0,107530009;
S94-A89;A89;A89;A89;S94;Unknown;No Call;0;No Call;No Call;0,111152308;0,106742119;
S94-A90;A90;A90;A90;S94;Unknown;No Call;0;No Call;No Call;0,11655905;0,110634809;
S94-A87;A87;A87;A87;S94;Unknown;XY;72,11;XY;;0,258453669;0,327136848;
S94-A86;A86;A86;A86;S94;Unknown;No Call;0;No Call;No Call;0,183776576;0,126601027;
S94-A85;A85;A85;A85;S94;Unknown;XX;98,53;XX;;0,622328943;0,294924891;
S94-A94;A94;A94;A94;S94;Unknown;No Call;0;No Call;No Call;0,118831249;0,111960385;
S94-A95;A95;A95;A95;S94;Unknown;No Call;0;No Call;No Call;0,114824206;0,110834518;
S94-A96;A96;A96;A96;S94;Unknown;No Call;0;No Call;No Call;0,120620491;0,143872479;
S94-A93;A93;A93;A93;S94;Unknown;No Call;0;No Call;No Call;0,119816701;0,112743156;
S94-A92;A92;A92;A92;S94;Unknown;No Call;0;No Call;No Call;0,114851711;0,112528873;
S94-A91;A91;A91;A91;S94;Unknown;No Call;0;No Call;No Call;0,120052203;0,118375759;
S04-A01;A01;A01;A01;S04;Unknown;XY;99,45;XY;;0,602054236;0,571783742;
S04-A02;A02;A02;A02;S04;Unknown;XY;98,85;XY;;0,35787635;0,334883397;
S04-A03;A03;A03;A03;S04;Unknown;XY;99,66;XY;;0,496104553;0,541013048;
S04-A06;A06;A06;A06;S04;Unknown;XX;99,89;XX;;0,640001452;0,281011676;
S04-A05;A05;A05;A05;S04;Unknown;XY;99,79;XY;;0,459953298;0,561991323;
S04-A04;A04;A04;A04;S04;Unknown;XY;99,87;XY;;0,546069521;0,57953624;
S04-A07;A07;A07;A07;S04;Unknown;XY;99,22;XY;;0,580003605;0,5885805;
S04-A08;A08;A08;A08;S04;Unknown;XY;99,84;XY;;0,52311757;0,491169201;
S04-A09;A09;A09;A09;S04;Unknown;XY;99,63;XY;;0,568959173;0,560645987;
S04-A12;A12;A12;A12;S04;Unknown;XY;99,25;XY;;0,53312982;0,601127246;
S04-A11;A11;A11;A11;S04;Unknown;YY;99,94;YY;;0,212812626;0,71098155;
S04-A10;A10;A10;A10;S04;Unknown;XY;99,25;XY;;0,499475393;0,508440319;
S04-A13;A13;A13;A13;S04;Unknown;XX;99,88;XX;;0,703334171;0,214846192;
S04-A14;A14;A14;A14;S04;Unknown;XY;99,37;XY;;0,409734571;0,3448088;
S04-A15;A15;A15;A15;S04;Unknown;XX;99,79;XX;;0,687580102;0,211575448;
S04-A18;A18;A18;A18;S04;Unknown;XY;99,86;XY;;0,548272229;0,553110268;
S04-A17;A17;A17;A17;S04;Unknown;XY;99,6;XY;;0,57440615;0,543542999;
S04-A16;A16;A16;A16;S04;Unknown;XY;99,47;XY;;0,588685633;0,531231844;
S04-A19;A19;A19;A19;S04;Unknown;YY;99,9;YY;;0,265990367;0,693059384;
S04-A20;A20;A20;A20;S04;Unknown;XX;99,73;XX;;0,678937974;0,36229159;
S04-A21;A21;A21;A21;S04;Unknown;YY;99,99;YY;;0,144873878;0,719993048;
S04-A24;A24;A24;A24;S04;Unknown;XX;99,98;XX;;0,726747761;0,141840218;
S04-A23;A23;A23;A23;S04;Unknown;XY;99,83;XY;;0,576555243;0,548026586;
S04-A22;A22;A22;A22;S04;Unknown;YY;99,99;YY;;0,223017477;0,72340455;
S04-A25;A25;A25;A25;S04;Unknown;XX;99,65;XX;;0,668522439;0,457960918;
S04-A26;A26;A26;A26;S04;Unknown;XY;98,94;XY;;0,595394938;0,529063772;
S04-A27;A27;A27;A27;S04;Unknown;XY;98,75;XY;;0,494457912;0,589800487;
S04-A30;A30;A30;A30;S04;Unknown;XX;99,36;XX;;0,625216273;0,338322409;
S04-A29;A29;A29;A29;S04;Unknown;XX;99,77;XX;;0,663809052;0,302961268;
S04-A28;A28;A28;A28;S04;Unknown;XY;96,27;XY;;0,60951455;0,435840529;
S04-A31;A31;A31;A31;S04;Unknown;XY;94,47;XY;;0,435456186;0,328485272;
S04-A32;A32;A32;A32;S04;Unknown;XX;99,55;XX;;0,687450103;0,281414282;
S04-A33;A33;A33;A33;S04;Unknown;XY;99,23;XY;;0,460475616;0,553252129;
S04-A36;A36;A36;A36;S04;Unknown;XY;99,78;XY;;0,609806518;0,549911766;
S04-A35;A35;A35;A35;S04;Unknown;XY;99,7;XY;;0,603197247;0,600117249;
S04-A34;A34;A34;A34;S04;Unknown;YY;99,99;YY;;0,135228903;0,64471251;
S04-A37;A37;A37;A37;S04;Unknown;XY;99,75;XY;;0,552906139;0,587489146;
S04-A38;A38;A38;A38;S04;Unknown;XY;98,28;XY;;0,581030825;0,528537494;
S04-A39;A39;A39;A39;S04;Unknown;XX;99,99;XX;;0,746602863;0,168216;
S04-A42;A42;A42;A42;S04;Unknown;YY;99,87;YY;;0,218641513;0,735144336;
S04-A41;A41;A41;A41;S04;Unknown;XY;99,85;XY;;0,552025533;0,6041634;
S04-A40;A40;A40;A40;S04;Unknown;YY;99,99;YY;;0,138205724;0,649076432;
S04-A43;A43;A43;A43;S04;Unknown;XY;99,72;XY;;0,524314997;0,553291133;
S04-A44;A44;A44;A44;S04;Unknown;YY;99,88;YY;;0,348854428;0,713959638;
S04-A45;A45;A45;A45;S04;Unknown;YY;99,76;YY;;0,316528697;0,510339889;
S04-A48;A48;A48;A48;S04;Unknown;XY;99,44;XY;;0,557843628;0,516398532;
S04-A47;A47;A47;A47;S04;Unknown;XY;99,46;XY;;0,633387405;0,58206029;
S04-A46;A46;A46;A46;S04;Unknown;XY;99,01;XY;;0,562039984;0,600528604;
S04-A52;A52;A52;A52;S04;Unknown;XX;99,92;XX;;0,747929172;0,165196523;
S04-A53;A53;A53;A53;S04;Unknown;XY;99,36;XY;;0,642723406;0,634560783;
S04-A54;A54;A54;A54;S04;Unknown;XY;91,74;XY;;0,331716427;0,461152855;
S04-A51;A51;A51;A51;S04;Unknown;YY;99,53;YY;;0,121609004;0,225404275;
S04-A50;A50;A50;A50;S04;Unknown;XY;99,69;XY;;0,571657111;0,583426292;
S04-A49;A49;A49;A49;S04;Unknown;XY;94,53;XY;;0,527087005;0,58881124;
S04-A58;A58;A58;A58;S04;Unknown;XY;97,19;XY;;0,658417994;0,598010374;
S04-A59;A59;A59;A59;S04;Unknown;XY;98,72;XY;;0,614535694;0,533481275;
S04-A60;A60;A60;A60;S04;Unknown;XX;99,96;XX;;0,759327692;0,175776374;
S04-A57;A57;A57;A57;S04;Unknown;XX;99,97;XX;;0,645287784;0,12718268;
S04-A56;A56;A56;A56;S04;Unknown;XY;99,8;XY;;0,547535333;0,553888296;
S04-A55;A55;A55;A55;S04;Unknown;XY;99,74;XY;;0,523237634;0,559755712;
S04-A64;A64;A64;A64;S04;Unknown;XY;99,5;XY;;0,581910005;0,620233335;
S04-A65;A65;A65;A65;S04;Unknown;YY;99,93;YY;;0,134117628;0,409144454;
S04-A66;A66;A66;A66;S04;Unknown;XY;99,42;XY;;0,560133899;0,523147674;
S04-A63;A63;A63;A63;S04;Unknown;XY;99,7;XY;;0,53718801;0,582085186;
S04-A62;A62;A62;A62;S04;Unknown;XX;99,93;XX;;0,72335057;0,231479101;
S04-A61;A61;A61;A61;S04;Unknown;XY;99,45;XY;;0,593966344;0,507003171;
S04-A70;A70;A70;A70;S04;Unknown;XY;99,21;XY;;0,573571807;0,526365034;
S04-A71;A71;A71;A71;S04;Unknown;XX;99,83;XX;;0,695955631;0,331147811;
S04-A72;A72;A72;A72;S04;Unknown;XY;99,99;XY;;0,585701319;0,558557159;
S04-A69;A69;A69;A69;S04;Unknown;XY;99,7;XY;;0,545806916;0,58648866;
S04-A68;A68;A68;A68;S04;Unknown;XY;98,55;XY;;0,498675467;0,621932116;
S04-A67;A67;A67;A67;S04;Unknown;XY;98,4;XY;;0,513274455;0,438854092;
S04-A76;A76;A76;A76;S04;Unknown;XX;99,92;XX;;0,721738851;0,329027749;
S04-A77;A77;A77;A77;S04;Unknown;XY;99,81;XY;;0,457252247;0,531963699;
S04-A78;A78;A78;A78;S04;Unknown;XY;99,68;XY;;0,603660193;0,52120771;
S04-A75;A75;A75;A75;S04;Unknown;XX;99,96;XX;;0,727662872;0,189725599;
S04-A74;A74;A74;A74;S04;Unknown;XY;99,9;XY;;0,519396452;0,531150763;
S04-A73;A73;A73;A73;S04;Unknown;XX;99,96;XX;;0,734966457;0,190620896;
S04-A82;A82;A82;A82;S04;Unknown;XX;99,98;XX;;0,718579735;0,17422821;
S04-A83;A83;A83;A83;S04;Unknown;XY;94,61;XY;;0,469081006;0,604685338;
S04-A84;A84;A84;A84;S04;Unknown;No Call;0;No Call;No Call;0,121441177;0,120213915;
S04-A81;A81;A81;A81;S04;Unknown;XX;99,98;XX;;0,703211736;0,194397873;
S04-A80;A80;A80;A80;S04;Unknown;YY;99,99;YY;;0,220618778;0,701551972;
S04-A79;A79;A79;A79;S04;Unknown;XY;99,81;XY;;0,494489882;0,586979912;
S04-A88;A88;A88;A88;S04;Unknown;XX;99,94;XX;;0,70939076;0,237521742;
S04-A89;A89;A89;A89;S04;Unknown;XY;99,92;XY;;0,552845683;0,497067245;
S04-A90;A90;A90;A90;S04;Unknown;XY;99,76;XY;;0,586157624;0,597797871;
S04-A87;A87;A87;A87;S04;Unknown;XX;99,94;XX;;0,708471892;0,291594476;
S04-A86;A86;A86;A86;S04;Unknown;XX;99,71;XX;;0,704066413;0,326385074;
S04-A85;A85;A85;A85;S04;Unknown;XY;99,72;XY;;0,568700482;0,5102729;
S04-A94;A94;A94;A94;S04;Unknown;XY;99,93;XY;;0,584583099;0,555112914;
S04-A95;A95;A95;A95;S04;Unknown;XY;99,7;XY;;0,618002251;0,602799531;
S04-A96;A96;A96;A96;S04;Unknown;XX;99,98;XX;;0,736385378;0,15758186;
S04-A93;A93;A93;A93;S04;Unknown;XY;99,86;XY;;0,549977355;0,531805356;
S04-A92;A92;A92;A92;S04;Unknown;XX;99,86;XX;;0,663381501;0,200695081;
S04-A91;A91;A91;A91;S04;Unknown;XY;99,57;XY;;0,552744841;0,544901647;
S91-A01;A01;A01;A01;S91;Unknown;XY;99,59;XY;;0,616639519;0,548015247;
S91-A02;A02;A02;A02;S91;Unknown;XY;96,63;XY;;0,294298494;0,357299786;
S91-A03;A03;A03;A03;S91;Unknown;YY;99,97;YY;;0,181161308;0,661924235;
S91-A06;A06;A06;A06;S91;Unknown;XY;98,11;XY;;0,417193499;0,539892254;
